,location,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,salary_indicated,num_words_company_profile
6711,QA,False,True,False,,,,Education,,1,109
6712,US,False,True,True,Other,Not Applicable,Normal education,Healthcare,,0,129
6713,GB,False,True,True,Contract,Associate,Higher Education,Advertising and marketing,Engineering,1,239
6714,US,False,False,False,Full-time,,,,,0,32
6715,US,False,True,True,Full-time,Associate,Normal education,Transportation,Production,1,34
6716,CA,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Sales,0,290
6717,US,False,True,True,Full-time,,,Manufacturing,,0,154
6718,HU,False,True,False,Full-time,Associate,Higher Education,Computer and Technology,Engineering,0,57
6719,US,False,True,False,Full-time,Entry level,Normal education,Hospitality,Customer Service,0,86
6720,GB,False,True,True,Full-time,,,Entertainment,,0,80
6721,US,False,True,False,Full-time,Entry level,Normal education,Hospitality,Customer Service,0,86
6722,GB,False,True,False,Full-time,Entry level,Higher Education,Advertising and marketing,Business Development,0,116
6723,US,False,True,False,,,,,,0,192
6724,ES,False,True,True,Full-time,Entry level,Higher Education,Healthcare,Information Technology,0,115
6725,NZ,False,True,True,Full-time,,Unspecified,Computer and Technology,Engineering,1,185
6726,US,False,True,True,Part-time,,,Healthcare,Health Care Provider,0,29
6727,BE,False,True,True,,Internship,,,,0,66
6728,GB,False,True,True,Full-time,Not Applicable,Normal education,,Business Analyst,0,131
6729,US,False,True,False,Full-time,Entry level,Normal education,Hospitality,Customer Service,0,86
6730,US,False,True,False,,,,,Customer Service,0,184
6731,US,False,True,True,Full-time,Director,Higher Education,Computer and Technology,Information Technology,0,155
6732,GB,False,True,True,Full-time,Mid-Senior level,,Advertising and marketing,Project Management,1,377
6733,GB,False,True,False,,,,Finance and Economic,,0,53
6734,US,False,False,False,Full-time,Not Applicable,Normal education,Construction,Sales,1,25
6735,GB,False,True,False,,,,,,0,206
6736,US,False,True,False,,,,Fashion,,0,97
6737,US,False,True,True,Full-time,Entry level,Normal education,Healthcare,,0,80
6738,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Sales,0,73
6739,US,False,True,True,,Internship,,Entertainment,Engineering,0,125
6740,GB,False,True,False,Full-time,,,Computer and Technology,Marketing,0,89
6741,GR,False,True,True,,Internship,,,Marketing,0,45
6742,GR,False,True,True,Full-time,Entry level,Normal education,Computer and Technology,Advertising,0,111
6743,US,False,True,True,Full-time,Associate,Unspecified,Computer and Technology,Marketing,1,101
6744,AE,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Design,0,23
6745,US,False,True,False,Full-time,Mid-Senior level,,Computer and Technology,Engineering,0,125
6746,US,False,True,True,Full-time,Associate,Normal education,,,0,78
6747,US,False,True,True,Full-time,Associate,Normal education,Telecommunication,Customer Service,1,120
6748,US,False,True,False,Contract,Mid-Senior level,Unspecified,Finance and Economic,Information Technology,0,86
6749,US,False,True,True,Full-time,Entry level,,Computer and Technology,Marketing,0,66
6750,US,True,True,False,,,,Fashion,,0,125
6751,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Finance and Economic,Management,0,86
6752,GB,False,True,False,Full-time,Mid-Senior level,,Computer and Technology,,0,264
6753,GB,False,True,False,Full-time,Director,,Fashion,,0,47
6754,US,False,True,False,Full-time,Mid-Senior level,,Healthcare,,0,151
6755,US,False,True,True,Full-time,Associate,Normal education,Hospitality,,0,142
6756,,False,True,False,,,,,,0,141
6757,US,False,True,False,Full-time,Mid-Senior level,,Finance and Economic,,0,148
6758,GB,False,True,True,Full-time,,,Finance and Economic,,0,114
6759,US,False,True,True,Full-time,Mid-Senior level,Normal education,Energy,Engineering,1,51
6760,US,False,True,False,Full-time,Associate,Higher Education,Manufacturing,Manufacturing,1,16
6761,IE,False,True,True,Full-time,,,Computer and Technology,Marketing,0,270
6762,US,False,True,True,Part-time,Associate,,Fashion,Sales,0,115
6763,GR,False,True,True,Temporary,Internship,Unspecified,Advertising and marketing,Advertising,0,78
6764,US,False,True,True,Part-time,Mid-Senior level,Higher Education,Computer and Technology,Marketing,0,100
6765,BE,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,83
6766,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Engineering,0,77
6767,US,False,True,False,,,,Finance and Economic,,0,132
6768,US,True,True,True,Full-time,Director,Higher Education,Computer and Technology,Sales,0,155
6769,US,False,True,False,Full-time,Executive,,Advertising and marketing,Strategy/Planning,0,98
6770,BR,False,True,True,Full-time,Not Applicable,Higher Education,Finance and Economic,Engineering,0,107
6771,PL,False,True,True,Full-time,,Higher Education,Computer and Technology,,0,73
6772,NL,False,True,False,Full-time,Associate,,Computer and Technology,Information Technology,0,79
6773,PH,False,True,True,Other,Internship,Higher Education,Computer and Technology,Information Technology,1,169
6774,GB,False,True,True,Other,Associate,Higher Education,Computer and Technology,Engineering,1,201
6775,US,False,False,False,Full-time,,,Advertising and marketing,,0,32
6776,US,False,True,True,Part-time,Associate,Vocational,Healthcare,Health Care Provider,0,71
6777,CA,False,True,True,Contract,,Higher Education,Education,,0,10
6778,IN,False,True,False,Full-time,Associate,Higher Education,Computer and Technology,Information Technology,0,141
6779,NG,False,True,True,Full-time,Associate,Higher Education,Manufacturing,Design,1,158
6780,GB,False,True,True,Full-time,Not Applicable,,Aerospace,Information Technology,0,206
6781,NZ,False,True,False,Full-time,Mid-Senior level,Unspecified,Computer and Technology,Information Technology,0,216
6782,GB,False,True,True,Full-time,Entry level,Higher Education,Computer and Technology,Customer Service,0,58
6783,IE,False,True,False,Full-time,Associate,Higher Education,Advertising and marketing,Information Technology,0,37
6784,US,False,True,True,,,,,,0,129
6785,US,False,True,True,Full-time,Associate,Unspecified,Computer and Technology,Engineering,1,54
6786,IL,False,True,False,Part-time,,,,,0,131
6787,US,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Design,0,216
6788,NL,False,True,False,,,,,,0,203
6789,US,False,True,True,Full-time,Entry level,Unspecified,Advertising and marketing,Marketing,0,28
6790,US,False,False,False,Full-time,,,Computer and Technology,,0,32
6791,US,False,True,False,Full-time,,,Education,Sales,0,146
6792,US,False,True,False,Full-time,Entry level,Normal education,Hospitality,Customer Service,0,86
6793,US,False,True,False,,,,Fashion,,0,91
6794,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,75
6795,NZ,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Project Management,1,170
6796,GB,False,True,True,,,Normal education,,Customer Service,0,131
6797,US,False,True,True,Contract,,Higher Education,Education,,0,10
6798,US,False,True,True,,Entry level,,,,0,87
6799,CA,False,True,True,Full-time,Entry level,Normal education,Construction,Marketing,1,194
6800,US,False,True,False,,,,,,0,192
6801,US,False,True,True,Contract,,Higher Education,Education,,0,10
6802,GB,False,True,False,Full-time,,,Manufacturing,Customer Service,0,52
6803,,False,True,True,,,,,,0,48
6804,BE,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,83
6805,EG,False,True,False,Full-time,Associate,Higher Education,Telecommunication,Administrative,1,156
6806,US,False,False,False,Full-time,,,Advertising and marketing,,0,32
6807,US,False,True,False,Full-time,Associate,Higher Education,Media and News,Business Analyst,0,192
6808,GB,False,True,False,,,,,,0,131
6809,US,False,True,False,,,,,,0,123
6810,US,False,True,False,,,,,,0,155
6811,IE,False,True,True,Full-time,Mid-Senior level,Higher Education,Fashion,Design,0,100
6812,US,False,True,True,Full-time,Internship,,Fashion,Customer Service,0,65
6813,GB,False,True,True,,Not Applicable,Normal education,,Customer Service,0,131
6814,CA,False,True,False,Full-time,,,Advertising and marketing,,0,107
6815,,False,True,True,,,,,,0,48
6816,NL,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,1,102
6817,NZ,False,False,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,1,132
6818,US,False,True,True,Full-time,Director,Higher Education,Healthcare,Health Care Provider,0,71
6819,US,False,True,True,Full-time,Associate,Normal education,Computer and Technology,Information Technology,1,186
6820,CA,False,True,True,Part-time,,,Transportation,,0,134
6821,US,False,True,True,,,,Entertainment,,0,42
6822,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Fashion,Financial Analyst,0,220
6823,US,False,True,False,Full-time,,,Hospitality,Sales,1,84
6824,US,False,False,False,Full-time,,,,,0,32
6825,US,False,False,False,Full-time,,,,,0,32
6826,US,False,True,False,,,,,,0,192
6827,GB,False,True,True,Full-time,Not Applicable,Normal education,,Administrative,0,131
6828,NZ,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Marketing,0,290
6829,US,False,True,False,,,,,,0,192
6830,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,85
6831,US,False,True,False,,,,,,0,192
6832,US,False,True,False,,,,Manufacturing,,0,110
6833,EG,False,True,False,Full-time,Associate,Higher Education,Computer and Technology,Information Technology,0,141
6834,US,False,True,False,,,,,,0,192
6835,GR,True,True,True,Full-time,Entry level,Higher Education,Computer and Technology,Engineering,1,51
6836,US,False,True,False,Full-time,Not Applicable,Normal education,Healthcare,Sales,0,144
6837,IN,False,True,True,Full-time,,,Computer and Technology,Information Technology,0,155
6838,US,False,True,True,Full-time,Entry level,,Computer and Technology,Customer Service,0,155
6839,US,False,True,False,Full-time,Entry level,,Fashion,Customer Service,0,247
6840,US,False,True,True,Full-time,Director,Highest Education,Agriculture,Engineering,0,130
6841,US,False,True,False,Full-time,,Higher Education,Computer and Technology,Engineering,0,73
6842,US,False,True,False,Full-time,Entry level,Normal education,Hospitality,Customer Service,0,86
6843,US,False,True,False,Contract,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,65
6844,US,False,True,True,Temporary,,,Fashion,,0,350
6845,US,False,True,False,Part-time,Mid-Senior level,Higher Education,Healthcare,Health Care Provider,0,126
6846,GR,False,True,True,Contract,Mid-Senior level,,Education,,0,218
6847,GB,False,True,True,,Not Applicable,Normal education,HR and Consulting,Human Resources,0,131
6848,US,False,True,False,Full-time,Not Applicable,Higher Education,Advertising and marketing,Marketing,0,59
6849,GR,False,True,True,Full-time,Entry level,Higher Education,Fashion,Design,0,13
6850,US,False,True,True,Full-time,Not Applicable,Normal education,Healthcare,Sales,0,159
6851,US,True,True,False,Full-time,,Unspecified,Computer and Technology,Project Management,0,152
6852,US,False,False,False,Full-time,,,,,0,32
6853,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,115
6854,GB,False,True,True,Full-time,,,Advertising and marketing,Accounting/Auditing,1,377
6855,US,False,True,True,Contract,Entry level,Higher Education,Education,Education,0,10
6856,US,False,True,True,,,,Healthcare,,0,319
6857,GB,False,True,True,Full-time,Executive,,Finance and Economic,Marketing,0,53
6858,US,False,True,True,,,,Healthcare,,0,92
6859,GB,False,True,True,,,Normal education,,Customer Service,0,131
6860,NZ,False,True,False,Full-time,Not Applicable,Unspecified,Computer and Technology,Sales,0,216
6861,GB,False,True,False,Full-time,,,Hospitality,Consulting,1,207
6862,IL,False,True,True,,,,,,0,88
6863,US,False,True,True,Part-time,,Normal education,Healthcare,Health Care Provider,0,29
6864,US,False,True,True,Full-time,Associate,Higher Education,Fashion,Financial Analyst,0,220
6865,US,False,True,False,Full-time,Entry level,Normal education,Finance and Economic,Customer Service,0,86
6866,US,False,True,False,Full-time,,Higher Education,Fashion,Project Management,0,125
6867,US,False,False,False,Full-time,,,Finance and Economic,,0,32
6868,US,False,True,False,Full-time,,,Computer and Technology,Engineering,0,77
6869,US,False,True,False,Full-time,Entry level,Unspecified,Finance and Economic,Other,0,148
6870,NZ,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Design,0,294
6871,NZ,False,True,True,Full-time,Not Applicable,Higher Education,Computer and Technology,Business Analyst,1,211
6872,FR,False,True,True,Full-time,Associate,Highest Education,Telecommunication,Business Development,0,56
6873,US,False,False,False,Full-time,,,,,0,32
6874,GB,False,True,False,Full-time,Internship,Normal education,,Administrative,0,131
6875,US,False,True,False,,,,Media and News,,0,39
6876,GB,False,True,False,,,,,,0,131
6877,US,False,True,True,Contract,,Higher Education,Education,,0,10
6878,,False,True,False,,,,Government and Legislation,,0,67
6879,DE,False,True,False,Full-time,Executive,Highest Education,Computer and Technology,,0,20
6880,DK,False,True,True,Full-time,,Higher Education,Computer and Technology,Design,0,89
6881,US,False,True,True,Full-time,Mid-Senior level,Unspecified,Computer and Technology,Advertising,0,83
6882,US,False,True,False,Full-time,Associate,Higher Education,Entertainment,Other,0,100
6883,US,False,True,False,Contract,,,,,0,63
6884,GR,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,,0,121
6885,US,False,True,True,Full-time,,Higher Education,Healthcare,Administrative,0,87
6886,US,False,True,False,Full-time,,,Hospitality,Design,0,290
6887,US,False,True,False,Full-time,Not Applicable,Unspecified,Transportation,Other,1,73
6888,US,True,True,True,Full-time,Associate,Higher Education,Education,Education,0,162
6889,US,False,True,False,Contract,,,,,0,83
6890,US,False,True,True,Contract,,,Construction,,0,36
6891,GB,False,True,True,Full-time,Associate,Higher Education,Advertising and marketing,Business Analyst,0,116
6892,CA,False,True,False,Full-time,Mid-Senior level,Higher Education,Entertainment,Design,1,92
